doi,title
10.1016/j.jcs.2025.104277,Exploring the modification of dietary fiber from black highland barley bran based on machine learning and metabolomics
10.1016/j.apt.2025.105049,Machine learning modeling of XGBoost and SVR for predicting rice husk dust ignition energy based on crushed brown rice content
10.1016/j.compag.2025.110831,eXplainable expert systems for potato tuber yield prediction in the Maritime provinces of Canada
10.1016/j.compag.2025.110838,RIME-CNN-BiLSTM for data-driven precision agriculture: a hybrid model for adaptive temperature and humidity forecasting in solar greenhouses
10.1007/s42107-025-01440-6,Integrated data-driven optimization and microstructural modeling of nano-silica enhanced cement–fly ash–lime wall panels for prefabricated construction
10.1016/j.compag.2025.110832,"A machine learning framework for precision prediction of lactation performance in large dairy herds: Integrating dietary, environmental, and health risk factors"
10.1016/j.biombioe.2025.108250,Application of AI and machine learning techniques to improve microwave-assisted biodiesel yield prediction
10.1016/j.compag.2025.110798,An unmanned aerial vehicle-based cotton nitrogen nutrition index estimation model utilizing feature selection and machine learning
10.1016/j.jaap.2025.107300,A dual-stage machine learning framework for comprehensive characterization of waste plastic pyrolysis oils
10.1038/s41598-025-97139-4,Optimization of pressure swing adsorption in a three-layered bed for hydrogen purification using machine learning model
10.1038/s41598-025-95061-3,Leveraging machine learning for prediction and optimization of texture properties of sustainable activated carbon derived from waste materials
10.1007/s10791-025-09517-1,Prediction of ultimate strength for high strength concrete (HSC) using machine learning approaches - optimized by PSO technique
10.1038/s41598-025-95320-3,Vowel segmentation impact on machine learning classification for chronic obstructive pulmonary disease
10.1186/s12896-025-00955-9,Artificial Neural Network - Multi-Objective Genetic Algorithm based optimization for the enhanced pigment accumulation in Synechocystis sp. PCC 6803
10.1016/j.oceaneng.2025.122334,Optimization of floating wind turbine mooring system under mooring failure condition based on machine learning
10.1016/j.energy.2025.138644,A Digital Twin model for predicting wind turbine performance using federated learning
10.1016/j.fecs.2025.100368,Predicting gross primary productivity of poplar plantations based on solar-induced chlorophyll fluorescence using an improved machine learning model
10.1016/j.compchemeng.2025.109320,"A hybrid approach for steady-state production optimization of a real oil and gas platform: Integrating physics-based models, machine learning techniques, and field monitoring signals"
10.1016/j.jmapro.2025.09.007,Physics-informed machine learning of rolling forces and its application to the optimization of rolling schedules
10.1016/j.envres.2025.122500,Hierarchical machine learning-based prediction for ultrasonic degradation of organic pollutants using sonocatalysts
10.1016/j.enconman.2025.120272,Machine learning optimized adsorption heat transformations from adsorbents screening to enhanced performances
10.1016/j.engappai.2025.111805,An integrated exergy efficiency and machine learning method for optimizing organic solid waste gasification process
10.1016/j.fuel.2025.135738,Interpretable Machine Learning for Optimizing Carbon Source Design to Enhance Bioethanol Yield in Gas Fermentation
10.1016/j.ijhydene.2025.151815,Boosting biohydrogen yield from cheese whey through machine learning optimization of supplement-aَssisted dark fermentation
10.1016/j.neucom.2025.131138,Development and application of HDA-ABi-GRU-based on the interpersonal problems scale of personality disorders in acromegaly patients
10.1016/j.knosys.2025.114296,Comparative evaluation of machine learning models for predicting clad bead geometry in gas metal arc welding
10.1016/j.atech.2025.101200,Proposing a framework for body mass prediction with point clouds: A study applied in typical swine pen environments
10.1038/s41598-025-10060-8,Developing a cost-effective tool for choke flow rate prediction in sub-critical oil wells using wellhead data
10.1186/s13321-025-01043-y,Application of the digital annealer unit in optimizing chemical reaction conditions for enhanced production yields
10.1038/s41598-025-10785-6,An integrated AI-driven framework for maximizing the efficiency of heterostructured nanomaterials in photocatalytic hydrogen production
10.1016/j.aiig.2025.100138,Machine learning assisted estimation of total solids content of drilling fluids
10.1038/s41598-025-06870-5,Energy optimization model of multi-energy system considering distributed photovoltaic coordinated carbon reduction
10.1038/s41598-025-05288-3,A hybrid prediction and multi-objective optimization framework for limestone calcined clay cement concrete mixture design
10.1038/s41598-025-96971-y,Advancing sustainable concrete with bacterial self-healing technology and Kuhn-Tucker condition
10.1038/s41598-025-15700-7,An experimental approach varying piston geometry for optimization of diesel engine performance and emissions using prioritized clustering approach
10.1016/j.fuel.2025.135883,Utilization of machine learning algorithms in estimation of syngas fractions and exergy values for gasification of biomass-lignite mixtures in fixed and fluidized bed gasifiers
10.1007/s44196-025-00880-x,Design and Development of Gorilla Optimized Deep Resilient Architecture for Prediction of Agro-Climatic Changes to Increase the Crop–Yield Production
10.1038/s41598-025-01519-9,Predictive optimization using long short-term memory for solar PV and EV integration in relatively cold climate energy systems with a regional case study
10.1038/s41598-025-95578-7,Porosity prediction of tight reservoir rock using well logging data and machine learning
10.1038/s41598-025-91162-1,ML techniques increasing the power factor of a compression ignition engine that is powered by Annona biodiesel using SATACOM
10.1016/j.joei.2025.102291,Machine learning based prediction of nitrogenous product yield in biomass pyrolysis oil
10.1016/j.rineng.2025.107161,"AI-assisted multi-objective optimization and performance analysis of a solar-driven hybrid system for power generation, desalination and fuel synthesis"
10.1016/j.compag.2025.110961,A meta-learning method for recommending random forest model to simulate land use efficiency in maize-soybean intercropping
10.1016/j.biombioe.2025.108322,Data-driven modeling and optimization of Higher Heating Value in biomass feedstock for enhanced bioenergy production
10.1016/j.biombioe.2025.108280,Bayesian optimization-guided machine learning models for bio-oil yield prediction from lignocellulosic biomass pyrolysis
10.1016/j.atech.2025.101307,"Advancements in artificial intelligence and machine learning for poultry farming: Applications, challenges, and future prospects"
10.1016/j.compchemeng.2025.109324,AI-based modeling and optimization of green methanol production process
10.1016/j.biortech.2025.133160,Synthetic data-augmented machine learning approaches for tailor-made microbial conversion of methane to phytoene
10.1016/j.seppur.2025.133882,Machine learning-aided engineering of biochar from biomass pyrolysis and activation processes for enhanced CO2 adsorption
10.1016/j.engappai.2025.112096,A deep reinforcement learning optimization algorithm based on heterogeneous graph neural network for hybrid flow shop scheduling problem with finite transportation resources
10.1038/s41598-025-15275-3,Automated weed and crop recognition and classification model using deep transfer learning with optimization algorithm
10.1186/s12934-025-02798-7,Optimization of the fermentation process for fructosyltransferase production by Aspergillus niger FS054
10.1007/s40948-025-01053-y,Research process and hotspot prediction of deep-hole presplitting blasting technology in China’s mines
10.1038/s41598-025-19755-4,A fusion transfer learning framework for intelligent pest recognition in sustainable agriculture
10.1038/s41598-025-19873-z,Machine learning estimation and optimization for evaluation of pharmaceutical solubility in supercritical carbon dioxide for improvement of drug efficacy
10.1186/s13717-025-00648-3,Deep learning-based identification of environmental memory effects on the gross primary productivity of alpine grasslands on the Qinghai-Tibet Plateau
10.1016/j.mtcomm.2025.113993,ML-based prediction of strength and mix design optimization of Pozzocrete with treated reclaimed asphalt pavement (RAP) aggregate
10.1016/j.applthermaleng.2025.128364,Machine learning-assisted multi-objective optimization for finned-tube heat exchangers in a reversible air-source heat pump with R454C
10.1016/j.renene.2025.124125,Hybrid Deep Learning - Driven Modeling and Optimization of Solar Photovoltaic Systems for Green Hydrogen Production with improved Lemurs optimizer
10.1038/s41598-025-18757-6,An evaluation of maximizing production and usage of biofuel by machine learning and experimental approach
10.1186/s12864-025-12009-7,HKDE-LACM: a hybrid model for lactic acid bacteria classification via k-mer and DNABERT-2 embedding fusion with cyclic DE-BO optimization
10.1016/j.focha.2025.101124,Modeling and optimization of orange peel drying using thin-layer equations and artificial neural networks for standardized powder production
10.1016/j.rineng.2025.107464,"Optimization of methane production in anaerobic digestion: A hybrid approach using experimental analysis, process simulation and machine learning"
10.1016/j.foohum.2025.100818,Artificial intelligence in the food and bioprocess industries: Addressing food security challenges
10.1016/j.procbio.2025.09.005,A hybrid XGB-ANN model integrated with Lion Optimization Algorithm for improved prediction accuracy and lactic acid yield optimization
10.1016/j.mtcomm.2025.113777,Machine learning-enabled discrete transfer function modeling and optimization of mechanical properties in ARB-fabricated Al/Ni/SiC nanocomposites
10.1016/j.seppur.2025.134754,Machine learning-driven inverse design for optimizing reactive oxygen species generation in a Fe3O4 particle electrodes enhanced liquid glow discharge plasma reactor
10.1016/j.oceaneng.2025.122829,Machine learning-based multipoint optimisation for improving aerodynamics of symmetrically cambered wing sails in wind-assisted ship propulsion
10.1016/j.engappai.2025.112621,"Solar photovoltaic power generation using machine learning considering weather conditions: A case study of Biret, Mauritania"
10.1016/j.ejor.2025.05.059,Machine learning assisted Differential Evolution for the Dynamic Resource Constrained Multi-project Scheduling Problem with Static project Schedules
10.1016/j.applthermaleng.2025.128615,"Two-bed adsorption refrigeration cycle integration into a hybrid biomass-gasification multigeneration system for sustainable energy production: comprehensive 4E analysis, and machine learning optimization"
10.1016/j.agrformet.2025.110845,Global optimization of a water-constrained two-leaf light use efficiency model through multi-biome FLUXNET observations
10.1016/j.apenergy.2025.126613,Integrating multiphysics modeling and machine learning for enhanced efficiency and thermal management in PEM water electrolyzer systems
10.1016/j.coastaleng.2025.104836,A new framework for selecting observation points and reconstructing wave fields under sparse observations
10.1016/j.fuel.2025.136480,Automated machine learning for bio-oil yield prediction from lignocellulosic biomass pyrolysis
10.1038/s41545-025-00440-y,Quantum machine learning regression optimisation for full-scale sewage sludge anaerobic digestion
10.1038/s41598-025-87167-5,Optimization of dried garlic physicochemical properties using a self-organizing map and the development of an artificial intelligence prediction model
10.1038/s41598-025-87283-2,A data-driven state identification method for intelligent control of the joint station export system
10.22034/gjesm.2025.01.02,Machine learning model for random forest acute oral toxicity prediction
10.1007/s12155-024-10803-x,Data-Driven Framework for the Techno-Economic Assessment of Sustainable Aviation Fuel from Pyrolysis
10.1007/s12155-025-10906-z,Prediction of Biocrude Oil Yield From Biomass Hydrothermal Liquefaction Via Interpretable Machine Learning Using Higher Heating Value and Process Parameters
10.1038/s41598-025-20759-3,"Isolation, structural characterization, and anticancer potential of a novel glycolipid biosurfactant S1B with AI-driven medium optimization"
10.1016/j.hybadv.2025.100569,Sustainable geopolymer concrete evaluation using machine learning and PDP analysis: Comparative insights into strength prediction
10.1016/j.biombioe.2025.108366,"Advancing biofuel production through algal biorefineries: Optimization of polysaccharide utilization, AI-driven innovations, and sustainability assessments"
10.1016/j.biortech.2025.133287,Artificial intelligence-driven fermentation optimization for α-amylase hyperproduction enabled by Raman monitoring and metabolic network analysis
10.1007/978-3-642-12211-8_18,Metaheuristics for strain optimization using transcriptional information enriched metabolic models
10.2118/173206-ms,Physics-based and data-driven surrogates for production forecasting
10.1002/bit.20056,Optimization of Rifamycin B Fermentation in Shake Flasks Via a Machine-Learning-Based Approach
10.1007/978-3-642-40047-6_42,Gunther: Search-based auto-tuning of MapReduce
10.1016/j.fuel.2025.136173,Interpretable machine learning for predicting and evaluating hydrogen production from supercritical water gasification of coal
10.1016/j.watres.2025.124693,Using machine learning to deeply analyze the critical role of trace element additives in anaerobic digestion and guide the optimization of addition strategies
10.1016/j.biombioe.2025.108458,Development of machine learning models to produce biomass derived glycerol monolaurate
10.1016/j.geoen.2025.214190,Leveraging machine learning to predict water flowback in tight-gas wells: Insights from low-pressure reservoirs in the Ordos Basin
10.1016/j.geoen.2025.214187,Estimation of FMI-derived fracture aperture from conventional petrophysical well logs applying ensemble machine learning methods
10.1016/j.compscitech.2025.111418,Data-efficient prediction of cure-induced distortion in composite laminates using a mechanics-guided transfer learning approach
10.1016/j.saa.2025.126676,Potential application of hyperspectral imaging for monitoring resin cure in composite manufacturing via liquid resin infusion
10.1016/j.engappai.2025.112805,Long time series prediction of milling force via a hybrid multi neuro-network-based algorithm
10.1016/j.measurement.2025.119228,Contrastive representation learning for surge prediction in air compressor systems
10.1007/978-3-032-05610-8_22,Development of an Energy Consumption Monitoring and Prediction Model for CNC Machine Tools Using the Taguchi Method Integrated with Machine Learning
10.1007/978-3-032-05610-8_51,Enhancing False Call Detection in Automated Optical Inspection Using XGBoost Classifier and XAI Algorithms
10.1007/978-3-032-01536-5_132,Enhancing Electrical Grid Stability: A Local Stability Analysis of the 4-Node Star System Using Decentralized Smart Grid Control
10.1007/978-3-031-93327-1_35,Machine Learning Based Anomaly Detection for Pneumatic Actuators Driven Flexible Manufacturing System
10.1109/ICESC57686.2023.10193493,Revolutionizing IoT Network Security with Deep Learning-Anomaly Detection Model
10.1109/MetroInd4.0IoT57462.2023.10180127,MetaPrinter: A Digital Twin-Enabled Platform for 3D Printer Diagnostics
10.1007/s00170-023-12104-7,Smart knob integrated by artificial intelligence–based green manufacturing model for sustainable environment
10.1109/AICAS57966.2023.10168655,PCB Identification Based on Machine Learning Utilizing Power Consumption Variability
10.3390/su15021087,Predicting Chain’s Manufacturing SME Credit Risk in Supply Chain Finance Based on Machine Learning Methods
10.1007/978-3-031-36622-2_16,Competitive Learning and Dynamic Genetic Algorithms for Robust Layout Designs Under Uncertainties
10.3389/fceng.2023.1227620,Solubilization of inclusion bodies: insights from explainable machine learning approaches
10.1109/AIM46323.2023.10196238,A Fast Score-Based Method for Robotic Task-Free Point-to-Point Path Learning
10.1109/ITEC55900.2023.10187040,Reduced Operational Inhomogeneities in a Reconfigurable Parallelly-Connected Battery Pack Using DQN Reinforcement Learning Technique
10.1109/ACCESS.2023.3311031,R-MaS3N: Robust Mapping of Spiking Neural Networks to 3D-NoC-Based Neuromorphic Systems for Enhanced Reliability
10.1080/09507116.2023.2252733,Deep learning for anomaly detection in wire-arc additive manufacturing
10.1109/ITC-Egypt58155.2023.10206171,Detecting Hardware Trojans Using Structural Features for Hardware Security and Reliability
10.1007/978-981-99-4484-2_19,Machine Learning Assisted Resonant Inverter Control for Temperature Regulation in Rubber Manufacturing
10.1109/INDIN51400.2023.10218260,Hybrid Computational Framework for Fault Detection in Coil Winding Manufacturing Process Using Knowledge Distillation
10.1109/MetroAutomotive57488.2023.10219139,Deep Learning for the Estimation of the Longitudinal Slip Ratio
10.1117/12.2680660,A catboost based data driven method for equipment effectiveness assessment and prediction
10.4028/p-m0SusZ,On the Possibility of Replacing Scheil-Gulliver Modeling with Machine Learning and Neural Network Models
10.1126/SCIADV.ADG7481,Electromagnetically unclonable functions generated by non-Hermitian absorber-emitter
10.1016/j.prostr.2023.06.015,Estimation of high cycle fatigue life of additively manufactured Ti6Al4V using data analytics
10.1007/978-3-031-40579-2_47,Investigation of Effects of Process Parameters on Melt Pool Geometry in Metal Additive Manufacturing Using Machine Learning Algorithms with Nickel Alloys IN625 and IN718
10.1109/ICIRCA57980.2023.10220804,An Efficient IoMT-Based Heart Disease Prediction System Using Cuttlefish Algorithm with Cascaded LSTM
10.1007/978-981-99-4882-6_46,Response Distortion Correction of ICMOS Camera Using Improved Support Vector Regression
10.1007/978-981-99-4725-6_72,A Conceptual Model of Digital Twin for Potential Applications in Healthcare
10.1016/j.prostr.2023.06.041,Data-driven method to assess the influence of process parameters on the fatigue response of additively manufactured Ti6Al4V
10.3389/fnbot.2023.1210442,Velocity range-based reward shaping technique for effective map-less navigation with LiDAR sensor and deep reinforcement learning
10.1109/CSR57506.2023.10224914,Counteracting Modeling Attacks Using Hardware-Based Dynamic Physical Unclonable Function
10.1109/PN58661.2023.10223024,Advances in machine learning-based design for high-volume manufacturing of planar lightwave circuits
10.32629/jai.v6i3.622,Conditioning and monitoring of grinding wheels: A state-of-the-art review
10.23919/FUSION52260.2023.10224151,Intention Estimation with Recurrent Neural Networks for Mixed Reality Environments
10.1109/ACCESS.2023.3315605,A Conceptual Model Framework for XAI Requirement Elicitation of Application Domain System
10.1007/978-981-99-2742-5_58,GAN-Based Handwritten Digit Recognition System
10.1109/IESES53571.2023.10253705,A Self-Powered Sensing System with Embedded TinyML for Anomaly Detection
10.1117/12.2675886,Unleashing the Power of High-Throughput Bright-field Imaging for Enhanced Mesenchymal Cell Separation: A Novel Supervised Clustering Approach in Vitro Augmentation of Healthy and Stressful Conditions
10.1109/AITest58265.2023.00018,AI Decision Assistant ChatBot for Software Release Planning and Optimized Resource Allocation
10.1007/s12008-023-01535-x,Experimental analysis of tool geometry and tool rotation in SPIF process on AA7075-O alloy using ML and ANN approach
10.1002/sdtp.16228,A Method for Measuring Droplet Volume of Electrospray Deposition Based on AdaBoost Regression
10.1016/j.procir.2023.06.191,Time-Domain Reflectometry for Automated Failure Analysis in Power Transistors
10.11159/tann23.156,Cracking the Code to Electrode-Specific Degradation: Insights from Data-Driven Approaches in ULPING Fabricated Pseudocapacitor
10.1109/IC2E357697.2023.10262625,ML based Prediction for Grid support in a Solar Photovoltaic Electric Vehicle Charging Station
10.1007/978-981-99-6187-0_54,Graph Autoencoder-Based Anomaly Detection for Chemical Mechanical Planarization
10.32604/cmc.2023.036553,Exploiting Data Science for Measuring the Performance of Technology Stocks
10.1088/1755-1315/1238/1/012015,Classification of compressive strength grades for lightweight aggregate concrete with palm oil fuel ash (POFA) using k-Nearest Neighbour (k-NN)
10.1109/ICSECE58870.2023.10263364,On Testing and Evaluation of Artificial Intelligence Models
10.21872/2023IISE_2778,Viability of Digital Twin Multi-Dimensional Modeling Framework for Machining Processes - A Review
10.28945/5205,MULTIPLE MODELS IN PREDICTING ACQUISITIONS IN THE INDIAN MANUFACTURING SECTOR: A PERFORMANCE COMPARISON
10.1117/12.2675700,Predicting resist pattern collapse in EUVL using machine learning
10.1109/ETFA54631.2023.10275531,Natural Robot Guidance using Transformers
10.1109/ICAC57885.2023.10275310,Machine Learning Driven Digital Twin for Industrial Control Black Box System: A Novel Framework and Case Study
10.1115/msec2023-104934,PRINTABILITY PREDICTION IN PROJECTION TWO-PHOTON LITHOGRAPHY VIA MACHINE LEARNING BASED SURROGATE MODELING OF PHOTOPOLYMERIZATION
10.1109/SECON58729.2023.10287528,ECM: An Energy-efficient HVAC Control Framework for Stable Construction Environment
10.1115/msec2023-105015,A 3D CONVOLUTIONAL NEURAL NETWORKS-BASED MODEL FOR HIGH-RESOLUTION PREDICTION AND COMPENSATION OF GEOMETRICAL ERRORS OF ADDITIVE MANUFACTURED PARTS
10.1109/OJPEL.2023.3331731,Machine Learning Enabled Cluster Grouping of Varistors in Parallel-Structured DC Circuit Breakers
10.1117/12.2676806,Variation Analysis of Spintronic Device using Machine Learning Algorithm
10.1115/msec2023-104529,REAL-TIME TEMPERATURE PREDICTION OF A MOVING HEAT SOURCE PROBLEM USING MACHINE LEARNING
10.1109/ICC45041.2023.10278673,Non-Inducible RF Fingerprint Hiding via Feature Perturbation
10.1115/DETC2023109137,EXPLAINABILITY OF LASER POWDER BED FUSION MELT POOL CLASSIFICATION USING DEEP LEARNING
10.1299/jamdsm.2023jamdsm0070,A novel modelling of glue allowance prediction for time-pressure dispensing system based on gated recurrent unit and fully connected neural network
10.1109/ACCESS.2023.3328582,Tool Health Classification in Metallic Milling Process Using Acoustic Emission and Long Short-Term Memory Networks: A Deep Learning Approach
10.13052/ijfp1439-9776.2442,Facilitating Energy Monitoring and Fault Diagnosis of Pneumatic Cylinders with Exergy and Machine Learning
10.1115/GT2023-100532,A MACHINE LEARNING APPROACH FOR PROBABILISTIC EVALUATION OF FINITE ELEMENT ANALYSIS
10.7584/JKTAPPI.2023.10.55.5.61,Spectral Preprocessing and Machine Learning Modeling for Discriminating Manufacturing Origins of Mulberry Bast Fiber
10.1007/978-981-99-6550-2_47,Fault Diagnosis of Electric Drives Using Ensemble Machine Learning Techniques
10.1109/ISI58743.2023.10297207,Towards Low-Barrier Cybersecurity Research and Education for Industrial Control Systems
10.1109/ICEEM58740.2023.10319482,Seamless Machine Learning Models to Detect Faulty Solar Panels
10.36897/jme/174018,SMART TOOL-RELATED FAULTS MONITORING SYSTEM USING PROCESS SIMULATION-BASED MACHINE LEARNING ALGORITHMS
10.4271/2023-28-0145,Machine Learning Approach to Predict Bead Height and Width in Wire Arc Additive Manufacturing Sample
10.1007/978-3-031-49008-8_26,Measuring Latency-Accuracy Trade-Offs in Convolutional Neural Networks
10.1109/ICE/ITMC58018.2023.10332317,Explainable Artificial Intelligence Bundles for Algorithm Lifecycle Management in the Manufacturing Domain
10.1007/s00170-023-12864-2,Research on performance evaluation of intelligent manufacturing enterprises supported by machine learning and big data technology
10.1007/978-3-031-34946-1_19,Physics-Informed Data-Driven Reduced-Order Model for Turbomachinery Blisks
10.5220/0012180100003543,Learning-Based Energy Consumption Model of Machining Processes Using Gaussian Process Regression
10.5220/0011800100003393,Quantitative Performance Analysis from Discrete Perspective: A Case Study of Chip Detection in Turning Process
10.1109/ICCAD57390.2023.10323613,Bespoke Approximation of Multiplication-Accumulation and Activation Targeting Printed Multilayer Perceptrons
10.1109/CSET58993.2023.10346781,Automated Liar Recognition from Facial Expression Using Hybrid Feedforward Deep Neural Network And Convolutional Neural Network
10.1109/ICE/ITMC58018.2023.10332265,A Machine Learning Technique for Intelligent Manufacturing: Integrating Wavelet Packet Transform (WPT) Into Neural Network Modeling
10.1109/IWAPS60466.2023.10366060,A Novel Multi-Scale Feature Learning-Based Residual Network Improves Semiconductor Wafer Defect Classification Accuracy
10.1109/ICET59753.2023.10374768,Systematic Approach to Analyze The Avast IOT-23 Challenge Dataset For Malware Detection Using Machine Learning
10.15866/irece.v14i5.22730,Modelling of Traffic Accident Severity in Jordan Using Machine Learning
10.1109/ASICON58565.2023.10396633,Lithographic Hotspot Detection Using Adaptive Squish Pattern Sampling Combined with Faster R-CNN
10.3390/engproc2023059097,Prediction of the Reaming Torque Using Artificial Neural Network and Random Forest Algorithm: Comparative Performance Analysis
10.1007/978-3-031-22657-1_17,Automatic Process Mapping for Ti64 Single Tracks in Laser Powder Bed Fusion
10.1115/GTINDIA2023-118382,DEVELOPMENT OF MACHINE LEARNING MODEL TO PREDICT MECHANICAL FAILURE OF GAS TURBINE DISC
10.1109/LA-CCI58595.2023.10409488,Identifying Physical Unclonable Functions Using Classifier Algorithms
10.1115/IMECE2023-114152,COMPARISON OF MACHINE LEARNING MODELS AND ANALYTICAL SCALING LAW FOR PREDICTING MELT-POOL DEPTH IN LASER POWDER BED FUSION (LPBF) ADDITIVE MANUFACTURING
10.1109/BigData59044.2023.10386699,A Deep Learning Pipeline for Optimizing Large-scale Phase Field Simulations
10.1109/IC3I59117.2023.10397881,The Deep Learning and Machine Learning Methods for Botnet Identification in the Internet of Things
10.1109/AsianHOST59942.2023.10409383,A Lightweight and Machine-Learning-Resistant PUF framework based on Nonlinear Structure and Obfuscating Challenges
10.1115/IMECE2023-113360,ON THE PREDICTION OF MECHANICAL AND AESTHETICAL BEHAVIOR OF AM SPECIMENS THROUGH MACHINE LEARNING: A PRELIMINARY STUDY
10.1109/EASCT59475.2023.10393406,Application of Deep Learning in Signal Modulation Recognition System for Wireless Communication
10.1109/ICDSAAI59313.2023.10452438,Efficient Detection of Missing and Misplaced Components in Electronic Boards through Edge Impulse's Automated Inspection
10.1109/ICECCE61019.2023.10442446,HardnessTesterV: A Web Machine Learning application for Vickers Hardness Prediction of a Metallic Alloy Using Flask API
10.1109/EPTC59621.2023.10457906,TSV wafer warpage simulation and process induced strain prediction by machine learning-based anisotropic equivalent modeling method
10.1109/MoSICom59118.2023.10458752,Real Time Quality Assessment in a Production Line: Machine Learning Approach
10.1109/AICS60730.2023.10470505,Empowering Federated Learning: Tackling Client Drift and Resource Constraints with Knowledge Distillation by Combining Losses
10.1109/DSD60849.2023.00045,Active learning for fast and slow modeling attacks on Arbiter PUFs
10.1109/exp.at2358782.2023.10545706,Computational Model of a Three-Phase Induction Machine: Towards the Development of a Smart Method for Fault Diagnosis
10.1109/ICCAMS60113.2023.10526000,Blockchain And Machine Learning-Based Real-Time Analysis of Smart Manufacturing
10.1109/PHM-HANGZHOU58797.2023.10482529,Intermittent Fault Diagnosis Method Based On Graph Convolutional Neural Network
10.1016/j.prostr.2024.03.009,Fatigue life prediction of electron beam melted micro-sized parts based on regenerated surfaces using machine learning approach
10.1109/ICSH57060.2023.10482828,Batik Classification in Indonesia: Exploring its Significance on Tourism and Economy
10.1049/icp.2024.0470,Battery State of Health Estimation in Smart Transportation: A Machine Learning Approach
10.4028/p-rl51NI,Process Parameter Prediction in Laser Powder Bed Fusion Using an Artificial Neural Network
10.1109/CSCI62032.2023.00153,Detecting Cyber Threats with Limited Dataset Using Generative Adversarial Network on SCADA System
10.4028/p-0tCaMF,Advantages of Hybrid Neural Network Architectures to Enhance Prediction of Tensile Properties in Laser Powder Bed Fusion
10.1364/AO.474119,High-bandwidth image-based predictive laser stabilization via optimized Fourier filters
10.3389/fnbot.2022.1045747,Cloth manipulation planning on basis of mesh representations with incomplete domain knowledge and voxel-to-mesh estimation
10.1016/j.addma.2022.103375,Multimodal probabilistic modeling of melt pool geometry variations in additive manufacturing
10.1016/j.lwt.2023.114449,Prediction of growth/no growth status of previously unseen bacterial strain using Raman spectroscopy and machine learning
10.1016/j.oceaneng.2022.113418,Collapse pressure prediction of mechanically lined pipes using FEM and machine learning techniques
10.1016/j.compscitech.2022.109820,Multi-task learning application for predicting impact damage-related information using surface profiles of CFRP laminates
10.1016/j.rcim.2022.102445,Track geometry prediction for Laser Metal Deposition based on on-line artificial vision and deep neural networks
10.1007/s12008-022-00904-2,Performance evaluation of machine learning based-classifiers in friction stir welding of Aa6061-T6 alloy
10.1007/s10845-021-01829-5,In situ quality inspection with layer-wise visual images based on deep transfer learning during selective laser melting
10.1007/s12599-022-00778-4,Predictive End-to-End Enterprise Process Network Monitoring
10.3389/fonc.2022.1044496,High-resolution synthesis of high-density breast mammograms: Application to improved fairness in deep learning based mass detection
10.3390/photonics10020217,Thermal Deformation Measurement of Aerospace Honeycomb Panel Based on Fusion of 3D-Digital Image Correlation and Finite Element Method
10.3390/s23031141,A Diffusion Model Based on Network Intrusion Detection Method for Industrial Cyber-Physical Systems
10.3390/electronics12030766,Industry 4.0-Based Framework for Real-Time Prediction of Output Power of Multi-Emitter Laser Modules during the Assembly Process
10.3390/s23041927,Automated Battery Making Fault Classification Using Over-Sampled Image Data CNN Features
10.3390/ijgi12020081,Mapping Cropland Extent in Pakistan Using Machine Learning Algorithms on Google Earth Engine Cloud Computing Framework
10.3390/asi6010022,Lean Manufacturing Soft Sensors for Automotive Industries
10.1109/JSEN.2022.3225723,Eco-Friendly High-Sensitive Piezoelectrets for Force Myography
10.1097/JOM.0000000000002700,Developing Action Plans Based on Machine Learning Analysis to Prevent Sick Leave in a Manufacturing Plant
10.1007/s00521-022-07988-7,Study and comparison of different Machine Learning-based approaches to solve the inverse problem in Electrical Impedance Tomographies
10.1002/aisy.202200201,Octopus-Inspired Suction Cups with Embedded Strain Sensors for Object Recognition
10.1016/j.commatsci.2022.111927,GrainNN: A neighbor-aware long short-term memory network for predicting microstructure evolution during polycrystalline grain formation
10.3390/su15042920,Deep Reinforcement Learning-Based Scheduler on Parallel Dedicated Machine Scheduling Problem towards Minimizing Total Tardiness
10.1016/j.vlsi.2022.12.011,Heterogenous ensemble learning driven multi-parametric assessment model for hardware Trojan detection
10.1007/s11095-023-03474-4,Sensitivity and Uncertainty Analysis of Micro-Flow Imaging for Sub-Visible Particle Measurements Using Artificial Neural Network
10.1007/s11356-022-24453-z,Machine learning assessment of white blood cell counts in workers exposed to benzene: a historical cohort study
10.1007/s00170-022-10701-6,Tool wear classification in milling for varied cutting conditions: with emphasis on data pre-processing
10.1515/nanoph-2022-0527,Power monitoring in a feedforward photonic network using two output detectors
10.1007/s00521-022-08026-2,Compressive strength prediction of SLWC using RBFNN and LSSVM approaches
10.1016/j.jfoodeng.2022.111339,Near-infrared spectroscopy and machine learning for classification of food powders during a continuous process
10.1007/s13369-022-07009-8,Prediction of Mechanical Properties of the 2024 Aluminum Alloy by Using Machine Learning Methods
10.1016/j.engappai.2022.105743,Identification and classification of exfoliated graphene flakes from microscopy images using a hierarchical deep convolutional neural network
10.1016/j.ress.2022.109011,Multi-grained mode partition and robust fault diagnosis for multimode industrial processes
10.30657/pea.2023.29.9,Supporting of manufacturer's demand plans as an element of logistics coordination in the distribution network
10.3390/s23063213,"Supervised Machine-Learning Methodology for Industrial Robot Positional Health Using Artificial Neural Networks, Discrete Wavelet Transform, and Nonlinear Indicators"
10.1016/j.compchemeng.2023.108141,Surrogate modeling of dissolution behavior toward efficient design of tablet manufacturing processes
